Jugadora,Mes,Fecha,Tipo,DistTotal_m,DistAltaVel_m,Sprints,Acel_Alta,Decel_Alta,CargaMetabolica,DistPorMin
Adriana Putellas Coll,November,2025-11-13,E,7288,646,4,32,13,9110,97.18
Lola Zubeldia Ojeda,November,2025-11-13,E,6662,484,7,30,57,8328,88.84
Inés Rius Badiola,November,2025-11-14,E,2773,183,6,44,52,3466,36.97
Berta Damaris Zubeldia,November,2025-11-14,E,2323,203,4,42,29,2903,30.97
Triana Duggan Cano,November,2025-11-14,E,5037,539,0,18,45,6297,67.17
Olga Sampedro Méndez,November,2025-11-14,E,5039,467,6,17,44,6299,67.2
Esther Banini Valls,November,2025-11-14,E,5214,415,2,17,56,6517,69.52
Amaia Gutiérrez Peña,November,2025-11-14,E,6894,519,7,23,45,8618,91.93
Lucía Rodríguez Szymanowski,November,2025-11-14,E,7290,780,5,10,20,9112,97.2
Sheila Vidal Gabarro,November,2025-11-14,E,6954,591,1,33,26,8692,92.72
Enith Landaluze Goiria,November,2025-11-14,E,6554,500,6,46,39,8192,87.39
Lorena Méndez Molina,November,2025-11-14,E,6150,496,4,27,45,7688,82.01
Ivana Pujol Muñoz,November,2025-11-14,E,7180,603,6,46,41,8975,95.74
Garazi Iraia Díaz,November,2025-11-14,E,7588,869,0,11,11,9486,101.19
Enith Urruzola Elexpuru,November,2025-11-14,E,7170,465,1,52,57,8963,95.61
Amaiur Putellas Sampedro,November,2025-11-14,E,7663,396,7,30,23,9579,102.19
Garazi Gil Padrón,November,2025-11-14,E,7624,584,0,42,58,9530,101.66
Adriana Putellas Coll,November,2025-11-14,E,7437,827,1,16,55,9296,99.17
Lola Zubeldia Ojeda,November,2025-11-14,E,6537,601,3,23,34,8171,87.17
Inés Rius Badiola,November,2025-11-16,P,3381,313,12,44,14,4226,35.59
Berta Damaris Zubeldia,November,2025-11-16,P,2719,303,11,54,14,3398,28.62
Triana Duggan Cano,November,2025-11-16,P,11245,750,5,46,34,14056,118.37
Feller Caldentey Rubio,November,2025-11-16,P,10622,593,22,54,26,13278,111.82
Olga Sampedro Méndez,November,2025-11-16,P,11427,1215,25,41,53,14284,120.29
Esther Banini Valls,November,2025-11-16,P,11557,1024,3,23,38,14447,121.66
Amaia Gutiérrez Peña,November,2025-11-16,P,15321,869,26,17,36,19151,161.27
Lucía Rodríguez Szymanowski,November,2025-11-16,P,13940,940,7,49,42,17425,146.74
Sheila Vidal Gabarro,November,2025-11-16,P,13948,1218,25,48,44,17435,146.83
Lorena Méndez Molina,November,2025-11-16,P,11709,778,6,41,28,14636,123.25
Garazi Iraia Díaz,November,2025-11-16,P,13911,1088,21,34,59,17388,146.43
Enith Urruzola Elexpuru,November,2025-11-16,P,13539,1581,8,44,45,16924,142.52
Amaiur Putellas Sampedro,November,2025-11-16,P,14919,1212,8,49,30,18648,157.04
Garazi Gil Padrón,November,2025-11-16,P,14169,1401,1,38,55,17712,149.16
Adriana Putellas Coll,November,2025-11-16,P,12675,657,10,28,17,15844,133.43
Lola Zubeldia Ojeda,November,2025-11-16,P,14670,1595,17,30,35,18338,154.43
Inés Rius Badiola,November,2025-11-17,E,3089,349,2,23,48,3861,41.19
Berta Damaris Zubeldia,November,2025-11-17,E,3154,352,3,11,24,3942,42.05
Triana Duggan Cano,November,2025-11-17,E,4959,529,7,54,24,6198,66.12
Feller Caldentey Rubio,November,2025-11-17,E,5802,622,6,10,30,7252,77.36
Olga Sampedro Méndez,November,2025-11-17,E,5880,640,4,23,24,7350,78.4
Esther Banini Valls,November,2025-11-17,E,5537,500,3,11,46,6921,73.83
Amaia Gutiérrez Peña,November,2025-11-17,E,7451,753,0,40,22,9314,99.35
Lucía Rodríguez Szymanowski,November,2025-11-17,E,7155,609,0,12,50,8944,95.41
Sheila Vidal Gabarro,November,2025-11-17,E,7015,607,2,24,54,8768,93.53
Enith Landaluze Goiria,November,2025-11-17,E,6766,682,3,27,37,8458,90.22
Lorena Méndez Molina,November,2025-11-17,E,5015,550,3,54,45,6269,66.88
Ivana Pujol Muñoz,November,2025-11-17,E,7539,799,0,39,16,9424,100.53
Garazi Iraia Díaz,November,2025-11-17,E,7484,594,0,51,28,9355,99.79
Enith Urruzola Elexpuru,November,2025-11-17,E,7179,840,7,20,38,8974,95.73
Amaiur Putellas Sampedro,November,2025-11-17,E,6892,346,2,58,37,8615,91.9
Garazi Gil Padrón,November,2025-11-17,E,6826,424,1,16,23,8533,91.02
Adriana Putellas Coll,November,2025-11-17,E,7348,743,6,10,36,9185,97.98
Lola Zubeldia Ojeda,November,2025-11-17,E,7352,572,3,39,18,9190,98.03
Inés Rius Badiola,November,2025-11-18,E,2473,290,2,40,16,3091,32.97
Berta Damaris Zubeldia,November,2025-11-18,E,2735,314,1,55,31,3418,36.47
Triana Duggan Cano,November,2025-11-18,E,4920,468,6,48,24,6151,65.61
Feller Caldentey Rubio,November,2025-11-18,E,5626,399,6,17,14,7033,75.02
Olga Sampedro Méndez,November,2025-11-18,E,5071,373,3,32,37,6339,67.62
Esther Banini Valls,November,2025-11-18,E,6132,420,4,53,23,7665,81.76
Amaia Gutiérrez Peña,November,2025-11-18,E,6361,534,5,16,51,7952,84.82
Lucía Rodríguez Szymanowski,November,2025-11-18,E,6665,496,3,35,21,8332,88.88
Sheila Vidal Gabarro,November,2025-11-18,E,7520,755,0,12,23,9400,100.28
Enith Landaluze Goiria,November,2025-11-18,E,6655,571,5,48,21,8319,88.74
Lorena Méndez Molina,November,2025-11-18,E,5509,534,2,26,42,6886,73.46
Ivana Pujol Muñoz,November,2025-11-18,E,6920,829,2,21,35,8650,92.28
Garazi Iraia Díaz,November,2025-11-18,E,6829,534,6,48,43,8536,91.05
Enith Urruzola Elexpuru,November,2025-11-18,E,6547,598,6,41,10,8184,87.3
Amaiur Putellas Sampedro,November,2025-11-18,E,6390,599,0,47,59,7987,85.2
Garazi Gil Padrón,November,2025-11-18,E,6387,636,2,46,48,7983,85.16
Adriana Putellas Coll,November,2025-11-18,E,6564,576,7,47,57,8205,87.52
Lola Zubeldia Ojeda,November,2025-11-18,E,6648,452,2,33,43,8310,88.65
Inés Rius Badiola,November,2025-11-19,E,3299,376,0,18,52,4123,43.99
Berta Damaris Zubeldia,November,2025-11-19,E,2518,228,0,50,26,3147,33.57
Triana Duggan Cano,November,2025-11-19,E,5220,616,6,51,16,6525,69.6
Feller Caldentey Rubio,November,2025-11-19,E,5077,436,0,22,30,6346,67.7
Olga Sampedro Méndez,November,2025-11-19,E,6141,488,7,59,52,7677,81.89
Esther Banini Valls,November,2025-11-19,E,6213,648,6,54,22,7766,82.85
Amaia Gutiérrez Peña,November,2025-11-19,E,7268,484,2,44,24,9086,96.92
Lucía Rodríguez Szymanowski,November,2025-11-19,E,6931,614,2,11,19,8664,92.42
Sheila Vidal Gabarro,November,2025-11-19,E,6790,519,3,23,20,8487,90.54
Enith Landaluze Goiria,November,2025-11-19,E,7020,376,7,19,13,8775,93.6
Lorena Méndez Molina,November,2025-11-19,E,5095,505,2,58,39,6369,67.94
Ivana Pujol Muñoz,November,2025-11-19,E,7599,896,6,11,28,9499,101.33
Garazi Iraia Díaz,November,2025-11-19,E,6375,519,5,27,16,7969,85.0
Enith Urruzola Elexpuru,November,2025-11-19,E,7638,628,1,28,12,9547,101.84
Amaiur Putellas Sampedro,November,2025-11-19,E,6351,623,7,47,13,7939,84.69
Garazi Gil Padrón,November,2025-11-19,E,7033,418,2,15,11,8791,93.77
Adriana Putellas Coll,November,2025-11-19,E,6605,692,0,58,13,8256,88.07
Lola Zubeldia Ojeda,November,2025-11-19,E,6862,492,0,55,24,8577,91.5
Inés Rius Badiola,November,2025-11-20,E,2550,145,1,25,48,3187,34.0
Berta Damaris Zubeldia,November,2025-11-20,E,2131,254,1,48,59,2663,28.41
Triana Duggan Cano,November,2025-11-20,E,6043,309,3,34,25,7554,80.58
Feller Caldentey Rubio,November,2025-11-20,E,5496,474,7,47,10,6870,73.28
Olga Sampedro Méndez,November,2025-11-20,E,4987,507,6,13,28,6234,66.5
Esther Banini Valls,November,2025-11-20,E,5096,391,2,35,24,6370,67.95
Amaia Gutiérrez Peña,November,2025-11-20,E,7609,580,0,23,58,9511,101.46
Lucía Rodríguez Szymanowski,November,2025-11-20,E,7114,821,1,48,23,8892,94.86
Sheila Vidal Gabarro,November,2025-11-20,E,7596,404,7,56,30,9495,101.29
Enith Landaluze Goiria,November,2025-11-20,E,7642,821,5,35,32,9552,101.9
Lorena Méndez Molina,November,2025-11-20,E,5053,557,5,45,15,6317,67.38
Ivana Pujol Muñoz,November,2025-11-20,E,7692,919,3,56,22,9616,102.57
Garazi Iraia Díaz,November,2025-11-20,E,7252,665,4,39,10,9066,96.71
Enith Urruzola Elexpuru,November,2025-11-20,E,6906,769,4,35,22,8632,92.08
Amaiur Putellas Sampedro,November,2025-11-20,E,7133,391,5,29,56,8916,95.11
Garazi Gil Padrón,November,2025-11-20,E,7526,623,7,48,10,9408,100.36
Adriana Putellas Coll,November,2025-11-20,E,7120,480,7,55,16,8900,94.94
Lola Zubeldia Ojeda,November,2025-11-20,E,7360,401,5,22,39,9200,98.14
Inés Rius Badiola,November,2025-11-21,E,2393,141,2,19,18,2991,31.91
Berta Damaris Zubeldia,November,2025-11-21,E,3388,189,7,47,16,4235,45.17
Triana Duggan Cano,November,2025-11-21,E,5032,436,7,44,14,6290,67.1
Feller Caldentey Rubio,November,2025-11-21,E,5949,389,3,59,41,7436,79.32
Olga Sampedro Méndez,November,2025-11-21,E,5917,354,2,24,50,7396,78.9
Esther Banini Valls,November,2025-11-21,E,4914,407,2,38,35,6143,65.53
Amaia Gutiérrez Peña,November,2025-11-21,E,7103,665,2,35,10,8879,94.72
Lucía Rodríguez Szymanowski,November,2025-11-21,E,6980,826,3,54,10,8725,93.07
Sheila Vidal Gabarro,November,2025-11-21,E,7386,841,3,42,10,9232,98.48
Enith Landaluze Goiria,November,2025-11-21,E,7484,549,4,31,30,9355,99.79
Lorena Méndez Molina,November,2025-11-21,E,5996,643,2,23,17,7496,79.96
Ivana Pujol Muñoz,November,2025-11-21,E,6701,603,1,44,24,8376,89.35
Garazi Iraia Díaz,November,2025-11-21,E,6632,671,0,43,32,8291,88.44
Enith Urruzola Elexpuru,November,2025-11-21,E,7059,838,3,39,14,8824,94.13
Amaiur Putellas Sampedro,November,2025-11-21,E,6611,560,4,37,33,8264,88.15
Garazi Gil Padrón,November,2025-11-21,E,7560,873,7,35,43,9450,100.81
Adriana Putellas Coll,November,2025-11-21,E,7205,471,6,46,57,9006,96.07
Lola Zubeldia Ojeda,November,2025-11-21,E,6576,482,3,33,55,8220,87.68
Inés Rius Badiola,November,2025-11-23,P,2289,163,15,12,32,2861,24.09
Berta Damaris Zubeldia,November,2025-11-23,P,2406,129,18,33,19,3007,25.33
Triana Duggan Cano,November,2025-11-23,P,12479,1362,1,48,17,15598,131.36
Feller Caldentey Rubio,November,2025-11-23,P,11161,1092,11,40,10,13952,117.49
Olga Sampedro Méndez,November,2025-11-23,P,10680,733,23,41,23,13350,112.43
Esther Banini Valls,November,2025-11-23,P,11198,921,22,44,54,13998,117.88
Amaia Gutiérrez Peña,November,2025-11-23,P,14979,1322,0,25,30,18724,157.68
Sheila Vidal Gabarro,November,2025-11-23,P,15068,1137,29,33,39,18835,158.62
Enith Landaluze Goiria,November,2025-11-23,P,13913,1524,26,51,55,17392,146.46
Lorena Méndez Molina,November,2025-11-23,P,11908,631,10,43,25,14886,125.36
Ivana Pujol Muñoz,November,2025-11-23,P,13281,1276,17,40,26,16601,139.8
Garazi Iraia Díaz,November,2025-11-23,P,13485,1396,17,58,26,16856,141.95
Enith Urruzola Elexpuru,November,2025-11-23,P,14737,1625,26,16,50,18422,155.13
Amaiur Putellas Sampedro,November,2025-11-23,P,14218,765,18,58,40,17773,149.67
Garazi Gil Padrón,November,2025-11-23,P,12624,878,19,40,44,15780,132.89
Adriana Putellas Coll,November,2025-11-23,P,13720,1555,16,56,22,17150,144.43
Lola Zubeldia Ojeda,November,2025-11-23,P,13735,1568,23,41,31,17169,144.58
Inés Rius Badiola,November,2025-11-24,E,2156,245,3,41,12,2695,28.75
Berta Damaris Zubeldia,November,2025-11-24,E,2365,260,2,13,38,2956,31.53
Triana Duggan Cano,November,2025-11-24,E,4948,466,4,52,16,6185,65.98
Feller Caldentey Rubio,November,2025-11-24,E,5385,624,7,14,28,6732,71.81
Olga Sampedro Méndez,November,2025-11-24,E,5359,631,6,11,19,6699,71.46
Esther Banini Valls,November,2025-11-24,E,5947,443,3,57,53,7434,79.3
Amaia Gutiérrez Peña,November,2025-11-24,E,6786,381,5,39,32,8483,90.49
Lucía Rodríguez Szymanowski,November,2025-11-24,E,7037,705,1,45,52,8796,93.83
Sheila Vidal Gabarro,November,2025-11-24,E,7579,424,1,23,44,9473,101.05
Enith Landaluze Goiria,November,2025-11-24,E,7101,550,3,56,52,8876,94.68
Lorena Méndez Molina,November,2025-11-24,E,5754,471,7,56,44,7193,76.73
Ivana Pujol Muñoz,November,2025-11-24,E,6501,491,7,18,47,8127,86.69
Garazi Iraia Díaz,November,2025-11-24,E,7559,689,6,17,54,9448,100.79
Enith Urruzola Elexpuru,November,2025-11-24,E,6862,774,5,44,45,8578,91.5
Amaiur Putellas Sampedro,November,2025-11-24,E,6501,679,1,57,48,8126,86.68
Garazi Gil Padrón,November,2025-11-24,E,7017,612,0,41,27,8771,93.56
Adriana Putellas Coll,November,2025-11-24,E,7189,660,3,11,37,8987,95.86
Lola Zubeldia Ojeda,November,2025-11-24,E,7262,511,6,47,31,9077,96.83
Inés Rius Badiola,November,2025-11-25,E,2842,238,1,25,10,3552,37.89
Berta Damaris Zubeldia,November,2025-11-25,E,2707,139,0,39,14,3383,36.09
Triana Duggan Cano,November,2025-11-25,E,5965,406,2,58,20,7456,79.53
Feller Caldentey Rubio,November,2025-11-25,E,5676,630,3,12,29,7095,75.69
Olga Sampedro Méndez,November,2025-11-25,E,6129,400,3,47,44,7662,81.73
Esther Banini Valls,November,2025-11-25,E,5668,384,6,36,32,7085,75.58
Amaia Gutiérrez Peña,November,2025-11-25,E,6301,481,7,12,22,7876,84.02
Lucía Rodríguez Szymanowski,November,2025-11-25,E,7144,426,7,10,47,8930,95.26
Sheila Vidal Gabarro,November,2025-11-25,E,6515,453,0,53,14,8144,86.87
Enith Landaluze Goiria,November,2025-11-25,E,7100,772,7,21,29,8875,94.67
Lorena Méndez Molina,November,2025-11-25,E,5449,308,7,58,52,6812,72.66
Ivana Pujol Muñoz,November,2025-11-25,E,6783,574,5,59,24,8479,90.45
Garazi Iraia Díaz,November,2025-11-25,E,7329,603,6,43,39,9162,97.73
Enith Urruzola Elexpuru,November,2025-11-25,E,6307,508,5,52,33,7884,84.11
Amaiur Putellas Sampedro,November,2025-11-25,E,6683,405,2,17,19,8354,89.12
Garazi Gil Padrón,November,2025-11-25,E,6830,645,6,31,31,8537,91.07
Adriana Putellas Coll,November,2025-11-25,E,7112,493,6,14,45,8891,94.84
Lola Zubeldia Ojeda,November,2025-11-25,E,7691,741,0,50,49,9614,102.56
Inés Rius Badiola,November,2025-11-26,E,3272,282,3,14,28,4090,43.63
Berta Damaris Zubeldia,November,2025-11-26,E,3274,318,1,22,35,4092,43.65
Triana Duggan Cano,November,2025-11-26,E,6109,490,4,46,36,7636,81.45
Feller Caldentey Rubio,November,2025-11-26,E,5187,590,7,40,41,6484,69.17
Olga Sampedro Méndez,November,2025-11-26,E,5815,568,3,55,49,7268,77.54
Esther Banini Valls,November,2025-11-26,E,6073,398,3,59,14,7592,80.99
Amaia Gutiérrez Peña,November,2025-11-26,E,6844,604,4,56,24,8555,91.26
Lucía Rodríguez Szymanowski,November,2025-11-26,E,6656,487,2,52,48,8320,88.76
Sheila Vidal Gabarro,November,2025-11-26,E,7412,855,1,12,50,9265,98.83
Enith Landaluze Goiria,November,2025-11-26,E,7593,606,7,11,54,9491,101.25
Lorena Méndez Molina,November,2025-11-26,E,5189,596,0,15,44,6486,69.19
Ivana Pujol Muñoz,November,2025-11-26,E,7239,729,3,15,16,9049,96.52
Garazi Iraia Díaz,November,2025-11-26,E,6528,480,5,22,29,8160,87.05
Enith Urruzola Elexpuru,November,2025-11-26,E,7199,393,6,17,44,8998,95.99
Amaiur Putellas Sampedro,November,2025-11-26,E,7367,859,6,42,35,9209,98.23
Garazi Gil Padrón,November,2025-11-26,E,7104,702,1,14,58,8880,94.72
Adriana Putellas Coll,November,2025-11-26,E,6345,641,3,50,48,7931,84.6
Lola Zubeldia Ojeda,November,2025-11-26,E,6768,764,4,10,55,8460,90.25
Inés Rius Badiola,November,2025-11-27,E,2057,133,6,24,28,2571,27.43
Triana Duggan Cano,November,2025-11-27,E,5326,521,5,17,59,6657,71.02
Olga Sampedro Méndez,November,2025-11-27,E,6150,726,4,13,22,7688,82.01
Amaia Gutiérrez Peña,November,2025-11-27,E,6572,728,2,34,12,8215,87.63
Lucía Rodríguez Szymanowski,November,2025-11-27,E,7020,691,0,56,12,8775,93.6
Sheila Vidal Gabarro,November,2025-11-27,E,7069,460,0,50,58,8837,94.26
Enith Landaluze Goiria,November,2025-11-27,E,6607,424,1,56,59,8258,88.09
Lorena Méndez Molina,November,2025-11-27,E,6164,320,3,37,45,7705,82.19
Ivana Pujol Muñoz,November,2025-11-27,E,6303,590,4,23,41,7879,84.05
Garazi Iraia Díaz,November,2025-11-27,E,7001,545,0,54,30,8751,93.35
Enith Urruzola Elexpuru,November,2025-11-27,E,7693,813,2,17,40,9616,102.58
Amaiur Putellas Sampedro,November,2025-11-27,E,6825,803,1,48,26,8532,91.01
Garazi Gil Padrón,November,2025-11-27,E,7321,595,7,14,10,9152,97.62
Adriana Putellas Coll,November,2025-11-27,E,6715,657,5,26,33,8394,89.54
Inés Rius Badiola,November,2025-11-28,E,2294,124,4,52,46,2867,30.59
Berta Damaris Zubeldia,November,2025-11-28,E,3320,300,5,23,58,4150,44.27
Triana Duggan Cano,November,2025-11-28,E,5806,580,7,11,50,7258,77.43
Feller Caldentey Rubio,November,2025-11-28,E,5813,658,7,27,56,7266,77.51
Olga Sampedro Méndez,November,2025-11-28,E,5857,412,2,14,49,7321,78.1
Esther Banini Valls,November,2025-11-28,E,5390,484,4,49,43,6738,71.88
Amaia Gutiérrez Peña,November,2025-11-28,E,6349,589,2,57,45,7937,84.66
Lucía Rodríguez Szymanowski,November,2025-11-28,E,7376,705,5,45,40,9220,98.35
Sheila Vidal Gabarro,November,2025-11-28,E,7376,727,1,53,53,9220,98.35
Enith Landaluze Goiria,November,2025-11-28,E,7031,744,3,37,46,8789,93.75
Lorena Méndez Molina,November,2025-11-28,E,6158,595,3,50,14,7698,82.11
Ivana Pujol Muñoz,November,2025-11-28,E,7333,537,0,22,50,9166,97.78
Garazi Iraia Díaz,November,2025-11-28,E,6907,429,4,16,35,8634,92.1
Enith Urruzola Elexpuru,November,2025-11-28,E,6349,580,1,26,18,7937,84.66
Amaiur Putellas Sampedro,November,2025-11-28,E,7346,510,4,18,19,9183,97.95
Adriana Putellas Coll,November,2025-11-28,E,6638,787,4,53,52,8297,88.51
Lola Zubeldia Ojeda,November,2025-11-28,E,6722,357,5,57,20,8402,89.63
Inés Rius Badiola,November,2025-11-30,P,2417,156,10,35,26,3021,25.44
Berta Damaris Zubeldia,November,2025-11-30,P,3290,239,16,53,59,4112,34.63
Triana Duggan Cano,November,2025-11-30,P,10377,649,4,49,47,12972,109.24
Feller Caldentey Rubio,November,2025-11-30,P,12085,776,12,38,59,15106,127.22
Olga Sampedro Méndez,November,2025-11-30,P,12594,1420,11,10,13,15743,132.58
Esther Banini Valls,November,2025-11-30,P,10160,1105,24,28,35,12700,106.95
Amaia Gutiérrez Peña,November,2025-11-30,P,13689,1317,12,26,38,17112,144.1
Lucía Rodríguez Szymanowski,November,2025-11-30,P,13035,866,25,30,51,16294,137.22
Sheila Vidal Gabarro,November,2025-11-30,P,12833,882,2,13,42,16041,135.09
Enith Landaluze Goiria,November,2025-11-30,P,14177,1409,13,23,14,17721,149.24
Lorena Méndez Molina,November,2025-11-30,P,10045,1031,2,48,54,12556,105.74
Ivana Pujol Muñoz,November,2025-11-30,P,13406,737,22,27,32,16757,141.12
Garazi Iraia Díaz,November,2025-11-30,P,15100,919,15,47,59,18875,158.95
Enith Urruzola Elexpuru,November,2025-11-30,P,13995,1216,20,27,58,17494,147.32
Amaiur Putellas Sampedro,November,2025-11-30,P,13972,1596,13,18,45,17465,147.08
Garazi Gil Padrón,November,2025-11-30,P,14231,832,20,58,45,17789,149.8
Adriana Putellas Coll,November,2025-11-30,P,13791,844,1,49,29,17239,145.18
Lola Zubeldia Ojeda,November,2025-11-30,P,15014,1268,22,32,18,18768,158.05
Inés Rius Badiola,December,2025-12-01,E,2582,164,7,20,24,3227,34.43
Berta Damaris Zubeldia,December,2025-12-01,E,2517,245,2,55,36,3146,33.56
Triana Duggan Cano,December,2025-12-01,E,5524,327,6,37,50,6905,73.66
Feller Caldentey Rubio,December,2025-12-01,E,5996,503,0,45,27,7495,79.96
Olga Sampedro Méndez,December,2025-12-01,E,5673,305,0,15,47,7092,75.65
Esther Banini Valls,December,2025-12-01,E,5703,290,5,12,17,7129,76.05
Amaia Gutiérrez Peña,December,2025-12-01,E,6395,687,5,26,14,7994,85.27
Lucía Rodríguez Szymanowski,December,2025-12-01,E,6815,476,0,14,18,8518,90.87
Sheila Vidal Gabarro,December,2025-12-01,E,7000,686,3,15,36,8750,93.34
Enith Landaluze Goiria,December,2025-12-01,E,7449,523,7,20,37,9311,99.32
Lorena Méndez Molina,December,2025-12-01,E,5593,384,2,27,47,6991,74.58
Ivana Pujol Muñoz,December,2025-12-01,E,6320,483,7,53,14,7900,84.27
Garazi Iraia Díaz,December,2025-12-01,E,6952,607,6,22,59,8690,92.7
Enith Urruzola Elexpuru,December,2025-12-01,E,6418,722,0,15,35,8023,85.58
Amaiur Putellas Sampedro,December,2025-12-01,E,6790,750,0,28,59,8488,90.54
Garazi Gil Padrón,December,2025-12-01,E,6704,388,1,37,53,8380,89.4
Adriana Putellas Coll,December,2025-12-01,E,7099,655,5,35,18,8874,94.66
Lola Zubeldia Ojeda,December,2025-12-01,E,6398,440,6,14,12,7998,85.31
Inés Rius Badiola,December,2025-12-02,E,2649,228,5,13,37,3311,35.32
Berta Damaris Zubeldia,December,2025-12-02,E,2278,260,4,54,32,2847,30.37
Triana Duggan Cano,December,2025-12-02,E,6083,498,4,33,46,7604,81.11
Feller Caldentey Rubio,December,2025-12-02,E,6040,642,3,30,57,7550,80.54
Olga Sampedro Méndez,December,2025-12-02,E,5914,698,6,17,53,7393,78.86
Esther Banini Valls,December,2025-12-02,E,5686,451,0,36,21,7108,75.82
Amaia Gutiérrez Peña,December,2025-12-02,E,7588,722,5,11,33,9485,101.18
Lucía Rodríguez Szymanowski,December,2025-12-02,E,6541,442,4,37,44,8177,87.23
Sheila Vidal Gabarro,December,2025-12-02,E,7110,718,7,53,34,8888,94.81
Enith Landaluze Goiria,December,2025-12-02,E,7613,554,0,32,16,9516,101.51
Lorena Méndez Molina,December,2025-12-02,E,4995,594,3,39,34,6244,66.61
Ivana Pujol Muñoz,December,2025-12-02,E,6449,556,3,34,45,8061,85.99
Garazi Iraia Díaz,December,2025-12-02,E,6406,558,2,57,19,8008,85.42
Enith Urruzola Elexpuru,December,2025-12-02,E,6437,622,3,39,20,8046,85.83
Amaiur Putellas Sampedro,December,2025-12-02,E,7320,376,0,42,46,9150,97.61
Garazi Gil Padrón,December,2025-12-02,E,7584,727,7,48,38,9480,101.13
Adriana Putellas Coll,December,2025-12-02,E,6987,707,3,28,24,8734,93.17
Inés Rius Badiola,December,2025-12-03,E,2239,165,2,11,52,2798,29.85
Berta Damaris Zubeldia,December,2025-12-03,E,2775,161,0,21,12,3468,37.0
Triana Duggan Cano,December,2025-12-03,E,6087,416,3,11,59,7609,81.16
Feller Caldentey Rubio,December,2025-12-03,E,5066,408,7,42,24,6333,67.55
Olga Sampedro Méndez,December,2025-12-03,E,5971,585,6,19,20,7464,79.63
Esther Banini Valls,December,2025-12-03,E,4952,533,7,56,23,6190,66.04
Amaia Gutiérrez Peña,December,2025-12-03,E,6989,761,6,46,34,8736,93.19
Lucía Rodríguez Szymanowski,December,2025-12-03,E,6867,538,7,25,40,8584,91.57
Sheila Vidal Gabarro,December,2025-12-03,E,6546,396,4,18,17,8183,87.29
Enith Landaluze Goiria,December,2025-12-03,E,7087,623,1,43,47,8859,94.5
Lorena Méndez Molina,December,2025-12-03,E,6225,622,1,10,17,7781,83.01
Ivana Pujol Muñoz,December,2025-12-03,E,7468,831,7,13,15,9335,99.58
Garazi Iraia Díaz,December,2025-12-03,E,6942,362,0,27,54,8677,92.56
Enith Urruzola Elexpuru,December,2025-12-03,E,6415,338,3,58,47,8019,85.54
Amaiur Putellas Sampedro,December,2025-12-03,E,7211,501,5,22,43,9014,96.15
Garazi Gil Padrón,December,2025-12-03,E,7558,468,0,49,43,9448,100.79
